GHS-NRO;GHM-NRO;SEU-BAS;SEU-HAU;GHS-PRI;EXB-FORFAIT;EXB-JOURNALIER;EXH-PRI;CMD-COD;DCS-MCO;GHS-LIB;DATE-EFFET
5908;15M06B;0;10;1666,69;0;0;76,38;;;Nouveau-nés de 2400g et âge gestationnel de 38 SA et assimilés (groupe nouveau-nés 2), avec autre problème significatif;01/03/2017
5909;15M06C;0;26;3150,79;0;0;64,48;;;Nouveau-nés de 2400g et âge gestationnel de 38 SA et assimilés (groupe nouveau-nés 2), avec problème sévère;01/03/2017
5910;15M06D;0;48;4569,28;0;0;176,23;;;Nouveau-nés de 2400g et âge gestationnel de 38 SA et assimilés (groupe nouveau-nés 2), avec problème majeur;01/03/2017
5911;15M07A;3;19;1734,46;0;476,73;63,53;;;Nouveau-nés de 2200g et âge gestationnel de 37 SA et assimilés (groupe nouveau-nés 3), sans problème significatif;01/03/2017
5912;15M07B;0;40;3090,65;0;0;62,47;;;Nouveau-nés de 2200g et âge gestationnel de 37 SA et assimilés (groupe nouveau-nés 3), avec autre problème significatif;01/03/2017
5913;15M07C;6;61;4402,52;0;437,29;144,85;;;Nouveau-nés de 2200g et âge gestationnel de 37 SA et assimilés (groupe nouveau-nés 3), avec problème majeur ou sévère;01/03/2017
5914;15M08A;3;16;2128,17;0;461,57;62,55;;;Nouveau-nés de 2000g et âge gestationnel de 37 SA et assimilés (groupe nouveau-nés 4), sans problème significatif;01/03/2017
5915;15M08B;4;33;3194,8;0;711,09;62,43;;;Nouveau-nés de 2000g et âge gestationnel de 37 SA et assimilés (groupe nouveau-nés 4), avec autre problème significatif;01/03/2017
5916;15M08C;10;60;4880,28;0;187,28;146,97;;;Nouveau-nés de 2000g et âge gestationnel de 37 SA et assimilés (groupe nouveau-nés 4), avec problème majeur ou sévère;01/03/2017
5917;15M09A;5;25;2810,09;0;426,57;63,38;;;Nouveau-nés de 1800g et âge gestationnel de 36 SA et assimilés (groupe nouveau-nés 5), sans problème significatif;01/03/2017
5918;15M09B;7;42;3903,1;0;182,17;62,84;;;Nouveau-nés de 1800g et âge gestationnel de 36 SA et assimilés (groupe nouveau-nés 5), avec autre problème significatif;01/03/2017
5919;15M09C;12;71;5725,58;0;151,87;158,86;;;Nouveau-nés de 1800g et âge gestationnel de 36 SA et assimilés (groupe nouveau-nés 5), avec problème majeur ou sévère;01/03/2017
5920;15M10A;6;73;3866,64;0;510,51;62,35;;;Nouveau-nés de 1700g et âge gestationnel de 35 SA et assimilés (groupe nouveau-nés 6), sans problème significatif;01/03/2017
5921;15M10B;10;79;4240,76;0;35,63;76,56;;;Nouveau-nés de 1700g et âge gestationnel de 35 SA et assimilés (groupe nouveau-nés 6), avec autre problème significatif;01/03/2017
5922;15M10C;11;88;4929,77;0;65,62;117,17;;;Nouveau-nés de 1700g et âge gestationnel de 35 SA et assimilés (groupe nouveau-nés 6), avec problème majeur ou sévère;01/03/2017
5923;15M11A;9;77;3962,87;0;413,94;64,27;;;Nouveau-nés de 1500g et âge gestationnel de 33 SA et assimilés (groupe nouveau-nés 7), sans problème significatif;01/03/2017
5924;15M11B;12;93;4991,17;0;76,17;115,13;;;Nouveau-nés de 1500g et âge gestationnel de 33 SA et assimilés (groupe nouveau-nés 7), avec autre problème significatif;01/03/2017
5925;15M11C;16;95;5221,42;0;12,79;99,78;;;Nouveau-nés de 1500g et âge gestationnel de 33 SA et assimilés (groupe nouveau-nés 7), avec problème majeur ou sévère;01/03/2017
5926;15M12A;12;93;4407,28;0;350,5;65,73;;;Nouveau-nés de 1300g et âge gestationnel de 32 SA et assimilés (groupe nouveau-nés 8), sans problème significatif;01/03/2017
5927;15M12B;17;103;5064,57;0;31,3;96,59;;;Nouveau-nés de 1300g et âge gestationnel de 32 SA et assimilés (groupe nouveau-nés 8), avec problème significatif;01/03/2017
5928;15M13A;0;0;3956,8;0;0;0;;;Nouveau-nés de 1100g et âge gestationnel de 30 SA et assimilés (groupe nouveau-nés 9), sans problème significatif;01/03/2017
5929;15M13B;22;132;4813,5;0;30,06;69,17;;;Nouveau-nés de 1100g et âge gestationnel de 30 SA et assimilés (groupe nouveau-nés 9), avec problème significatif;01/03/2017
5930;15M14A;0;0;4661,51;0;0;0;;;Nouveau-nés de 800g et âge gestationnel de 28SA et assimilés (groupe nouveau-nés 10), sans problème significatif;01/03/2017
5931;15M14B;30;181;6993,86;0;57,59;70,33;;;Nouveau-nés de 800g et âge gestationnel de 28SA et assimilés (groupe nouveau-nés 10), avec problème significatif;01/03/2017
5932;15C02B;19;163;21741,4;0;422,85;242,18;;;Interventions majeures sur l'appareil digestif, groupes nouveau-nés 1 à 7, avec complications;01/03/2017
5933;15C03B;14;87;40313,14;0;975,88;1043,65;;;Interventions majeures sur l'appareil cardiovasculaire, groupes nouveau-nés 1 à 7, avec complications;01/03/2017
5934;15C04B;12;72;15573,85;0;669,39;412,87;;;Autres interventions chirurgicales, groupes nouveau-nés 1 à 7, avec complications;01/03/2017
5935;15C05B;27;163;11615,42;0;145,06;121,23;;;Interventions chirurgicales, groupes nouveau-nés 8 à 9, avec complications;01/03/2017
5936;15C06B;35;214;10298,2;0;65,32;80,26;;;Interventions chirurgicales, groupe nouveau-nés 10, avec complications;01/03/2017
6104;16C021;0;10;4837,91;0;0;174,54;;;Interventions sur la rate, niveau 1;01/03/2017
6105;16C022;0;17;6488,03;0;0;157,41;;;Interventions sur la rate, niveau 2;01/03/2017
6106;16C023;7;42;10423,22;0;874,49;274,41;;;Interventions sur la rate, niveau 3;01/03/2017
6107;16C024;14;85;22222,82;0;874,04;548,28;;;Interventions sur la rate, niveau 4;01/03/2017
6108;16C031;0;5;1593,06;0;0;134,16;;;Autres interventions pour affections du sang et des organes hématopoïétiques, niveau 1;01/03/2017
6109;16C032;0;16;4835,67;0;0;94;;;Autres interventions pour affections du sang et des organes hématopoïétiques, niveau 2;01/03/2017
6110;16C033;6;60;8971,79;0;1378,71;303,87;;;Autres interventions pour affections du sang et des organes hématopoïétiques, niveau 3;01/03/2017
6111;16C034;15;90;18087,76;0;607,73;430,23;;;Autres interventions pour affections du sang et des organes hématopoïétiques, niveau 4;01/03/2017
6112;16C03J;0;0;1593,06;0;0;0;;;Autres interventions pour affections du sang et des organes hématopoïétiques, en ambulatoire;01/03/2017
6159;16M061;0;12;3248,76;0;0;207,95;;;Affections de la rate, niveau 1;01/03/2017
6160;16M062;0;18;5313,14;0;0;156,91;;;Affections de la rate, niveau 2;01/03/2017
6161;16M063;6;34;7823,72;0;836,86;422,37;;;Affections de la rate, niveau 3;01/03/2017
6162;16M064;0;0;15441,35;0;0;0;;;Affections de la rate, niveau 4;01/03/2017
6163;16M06T;0;0;727,22;0;0;0;;;Affections de la rate, très courte durée;01/03/2017
6164;16M071;0;3;1161,14;0;0;759,13;;;Donneurs de moelle, niveau 1;01/03/2017
6165;16M072;0;0;2406,71;0;0;0;;;Donneurs de moelle, niveau 2;01/03/2017
6166;16M073;0;0;3994,85;0;0;0;;;Donneurs de moelle, niveau 3;01/03/2017
6167;16M074;0;0;5431,84;0;0;0;;;Donneurs de moelle, niveau 4;01/03/2017
6168;16M081;0;0;668,64;0;0;0;;;Déficits immunitaires, niveau 1;01/03/2017
6169;16M082;0;15;2857,41;0;0;67,3;;;Déficits immunitaires, niveau 2;01/03/2017
6170;16M083;0;26;3597,72;0;0;242,7;;;Déficits immunitaires, niveau 3;01/03/2017
6171;16M084;0;0;5579,19;0;0;0;;;Déficits immunitaires, niveau 4;01/03/2017
6172;16M091;0;5;1538,11;0;0;174,01;;;Autres affections du système réticuloendothélial ou immunitaire, niveau 1;01/03/2017
6173;16M092;0;13;3619,64;0;0;155,37;;;Autres affections du système réticuloendothélial ou immunitaire, niveau 2;01/03/2017
6174;16M093;0;23;5797,67;0;0;132,25;;;Autres affections du système réticuloendothélial ou immunitaire, niveau 3;01/03/2017
6175;16M094;0;50;9368,37;0;0;401,27;;;Autres affections du système réticuloendothélial ou immunitaire, niveau 4;01/03/2017
6176;16M09T;0;0;590,3;0;0;0;;;Autres affections du système réticuloendothélial ou immunitaire, très courte durée;01/03/2017
6177;16M101;0;9;2160,25;0;0;292,06;;;Troubles sévères de la lignée érythrocytaire, âge supérieur à 17 ans, niveau 1;01/03/2017
6178;16M102;0;15;4200,04;0;0;265,93;;;Troubles sévères de la lignée érythrocytaire, âge supérieur à 17 ans, niveau 2;01/03/2017
6179;16M103;0;26;7125,27;0;0;304,18;;;Troubles sévères de la lignée érythrocytaire, âge supérieur à 17 ans, niveau 3;01/03/2017
6180;16M104;0;41;11687,95;0;0;475,93;;;Troubles sévères de la lignée érythrocytaire, âge supérieur à 17 ans, niveau 4;01/03/2017
6181;16M10T;0;0;691,15;0;0;0;;;Troubles sévères de la lignée érythrocytaire, âge supérieur à 17 ans, très courte durée;01/03/2017
6182;16M111;0;6;2040,46;0;0;156,41;;;Autres troubles de la lignée érythrocytaire, âge supérieur à 17 ans, niveau 1;01/03/2017
6183;16M112;0;15;3618,1;0;0;146,97;;;Autres troubles de la lignée érythrocytaire, âge supérieur à 17 ans, niveau 2;01/03/2017
6184;16M113;0;23;4919,03;0;0;134,45;;;Autres troubles de la lignée érythrocytaire, âge supérieur à 17 ans, niveau 3;01/03/2017
6185;16M114;0;33;6263,51;0;0;297,27;;;Autres troubles de la lignée érythrocytaire, âge supérieur à 17 ans, niveau 4;01/03/2017
6186;16M11T;0;0;701,86;0;0;0;;;Autres troubles de la lignée érythrocytaire, âge supérieur à 17 ans, très courte durée;01/03/2017
6187;16M121;0;7;1689,57;0;0;122,5;;;Purpuras, niveau 1;01/03/2017
6188;16M122;0;15;3535,04;0;0;92,21;;;Purpuras, niveau 2;01/03/2017
6189;16M123;0;33;5194,82;0;0;97,87;;;Purpuras, niveau 3;01/03/2017
6190;16M124;0;46;6467,13;0;0;258,21;;;Purpuras, niveau 4;01/03/2017
6191;16M12T;0;0;553,77;0;0;0;;;Purpuras, très courte durée;01/03/2017
6192;16M131;0;4;1140,71;0;0;202,25;;;Autres troubles de la coagulation, niveau 1;01/03/2017
6193;16M132;0;14;3163,24;0;0;208,77;;;Autres troubles de la coagulation, niveau 2;01/03/2017
6194;16M133;0;23;5539,54;0;0;170,51;;;Autres troubles de la coagulation, niveau 3;01/03/2017
6195;16M134;0;36;7756,13;0;0;355,14;;;Autres troubles de la coagulation, niveau 4;01/03/2017
6196;16M13T;0;0;532,08;0;0;0;;;Autres troubles de la coagulation, très courte durée;01/03/2017
6197;16M14Z;0;0;699,48;0;0;0;;;Explorations et surveillance pour affections du sang et des organes hématopoïétiques;01/03/2017
6198;16M15Z;0;8;2118,12;0;0;380,39;;;Symptômes et autres recours aux soins de la CMD 16;01/03/2017
6199;16M161;0;7;2110,4;0;0;274,93;;;Troubles sévères de la lignée érythrocytaire, âge inférieur à 18 ans, niveau 1;01/03/2017
6200;16M162;0;13;4607,31;0;0;243,54;;;Troubles sévères de la lignée érythrocytaire, âge inférieur à 18 ans, niveau 2;01/03/2017
6201;16M163;0;22;7977,09;0;0;178,1;;;Troubles sévères de la lignée érythrocytaire, âge inférieur à 18 ans, niveau 3;01/03/2017
6202;16M164;0;40;11182,92;0;0;536,82;;;Troubles sévères de la lignée érythrocytaire, âge inférieur à 18 ans, niveau 4;01/03/2017
6203;16M16T;0;0;672,17;0;0;0;;;Troubles sévères de la lignée érythrocytaire, âge inférieur à 18 ans, très courte durée;01/03/2017
6204;16M171;0;5;1920,37;0;0;194,48;;;Autres troubles de la lignée érythrocytaire, âge inférieur à 18 ans, niveau 1;01/03/2017
6205;16M172;0;11;3922,71;0;0;134,8;;;Autres troubles de la lignée érythrocytaire, âge inférieur à 18 ans, niveau 2;01/03/2017
6206;16M173;0;25;5809,92;0;0;401,25;;;Autres troubles de la lignée érythrocytaire, âge inférieur à 18 ans, niveau 3;01/03/2017
6207;16M174;0;0;9173,44;0;0;0;;;Autres troubles de la lignée érythrocytaire, âge inférieur à 18 ans, niveau 4;01/03/2017
6208;16M17T;0;0;691,03;0;0;0;;;Autres troubles de la lignée érythrocytaire, âge inférieur à 18 ans, très courte durée;01/03/2017
6209;16M15T;0;0;718,6;0;0;0;;;Symptômes et autres recours aux soins de la CMD 16, très courte durée;01/03/2017
6210;16M181;0;26;1024,75;0;0;62,21;;;Autres affections hématologiques concernant majoritairement la petite enfance, niveau 1;01/03/2017
6211;16M182;0;40;1907,72;0;0;61,95;;;Autres affections hématologiques concernant majoritairement la petite enfance, niveau 2;01/03/2017
6212;16M183;0;41;1957,89;0;0;114,21;;;Autres affections hématologiques concernant majoritairement la petite enfance, niveau 3;01/03/2017
6213;16M184;0;0;2711,84;0;0;0;;;Autres affections hématologiques concernant majoritairement la petite enfance, niveau 4;01/03/2017
6327;17C061;0;12;6074,62;0;0;222,79;;;Interventions majeures de la CMD17, niveau 1;01/03/2017
6328;17C062;4;18;8625,28;0;1700,44;177,84;;;Interventions majeures de la CMD17, niveau 2;01/03/2017
6329;17C063;8;45;13426,83;0;800,26;290,46;;;Interventions majeures de la CMD17, niveau 3;01/03/2017
6330;17C064;15;88;25916,53;0;832,65;547,51;;;Interventions majeures de la CMD17, niveau 4;01/03/2017
6331;17C071;0;7;3599,4;0;0;194,84;;;Interventions intermédiaires de la CMD17, niveau 1;01/03/2017
6332;17C072;0;14;5523,43;0;0;174,84;;;Interventions intermédiaires de la CMD17, niveau 2;01/03/2017
6333;17C073;7;42;10418,84;0;1087,87;230,33;;;Interventions intermédiaires de la CMD17, niveau 3;01/03/2017
6334;17C074;15;89;21244,37;0;721,7;454,95;;;Interventions intermédiaires de la CMD17, niveau 4;01/03/2017
6335;17C081;0;5;1651,26;0;0;207,42;;;Interventions mineures de la CMD17, niveau 1;01/03/2017
6336;17C082;0;19;4794,4;0;0;199,17;;;Interventions mineures de la CMD17, niveau 2;01/03/2017
6337;17C083;8;48;10570,27;0;962,65;296,34;;;Interventions mineures de la CMD17, niveau 3;01/03/2017
6338;17C084;14;86;21831,23;0;834,15;462,37;;;Interventions mineures de la CMD17, niveau 4;01/03/2017
6339;17C08J;0;0;1651,26;0;0;0;;;Interventions mineures de la CMD17, en ambulatoire;01/03/2017
6400;17K081;0;7;4600,07;0;0;558,92;;;Autres curiethérapies, niveau 1;01/03/2017
6401;17K082;0;10;6276,82;0;0;891,02;;;Autres curiethérapies, niveau 2;01/03/2017
6402;17K083;0;0;10808,94;0;0;0;;;Autres curiethérapies, niveau 3;01/03/2017
6403;17K084;0;0;15951,44;0;0;0;;;Autres curiethérapies, niveau 4;01/03/2017
6404;17K091;0;4;2115,51;0;0;240,86;;;Irradiations internes, niveau 1;01/03/2017
6405;17K092;0;8;3078,96;0;0;538,72;;;Irradiations internes, niveau 2;01/03/2017
6406;17K093;0;0;5269,97;0;0;0;;;Irradiations internes, niveau 3;01/03/2017
6407;17K094;0;0;7777,23;0;0;0;;;Irradiations internes, niveau 4;01/03/2017
6470;17K041;0;6;1561,19;0;0;135,28;;;Autres irradiations, niveau 1;01/03/2017
6471;17K042;0;23;4593,54;0;0;121,45;;;Autres irradiations, niveau 2;01/03/2017
6472;17K043;0;33;6911,03;0;0;95,81;;;Autres irradiations, niveau 3;01/03/2017
6473;17K044;10;76;11030,64;0;549,28;336,73;;;Autres irradiations, niveau 4;01/03/2017
6474;17K051;0;0;5132,26;0;0;0;;;Curiethérapies de la prostate par implants permanents, niveau 1;01/03/2017
6475;17K052;0;0;6143,16;0;0;0;;;Curiethérapies de la prostate par implants permanents, niveau 2;01/03/2017
6476;17K053;0;0;9540,14;0;0;0;;;Curiethérapies de la prostate par implants permanents, niveau 3;01/03/2017
6477;17K054;0;0;14368,68;0;0;0;;;Curiethérapies de la prostate par implants permanents, niveau 4;01/03/2017
6482;17K07J;0;0;670,83;0;0;0;;;Affections myéloprolifératives et tumeurs de siège imprécis sans acte opératoire, avec anesthésie, en ambulatoire;01/03/2017
6483;17M051;0;7;2274,32;0;0;317,68;;;Chimiothérapie pour leucémie aigüe, niveau 1;01/03/2017
6484;17M052;0;12;6370,78;0;0;270,36;;;Chimiothérapie pour leucémie aigüe, niveau 2;01/03/2017
6485;17M053;0;20;8759,54;0;0;265,34;;;Chimiothérapie pour leucémie aigüe, niveau 3;01/03/2017
6486;17M054;11;65;20699,82;0;1326,7;661,14;;;Chimiothérapie pour leucémie aigüe, niveau 4;01/03/2017
6487;17M061;0;6;2225,14;0;0;129,33;;;Chimiothérapie pour autre tumeur, niveau 1;01/03/2017
6488;17M062;0;10;2742,45;0;0;159,3;;;Chimiothérapie pour autre tumeur, niveau 2;01/03/2017
6489;17M063;0;18;4454,25;0;0;142,48;;;Chimiothérapie pour autre tumeur, niveau 3;01/03/2017
6490;17M064;0;44;8158,65;0;0;367,76;;;Chimiothérapie pour autre tumeur, niveau 4;01/03/2017
6491;17M06T;0;0;850,94;0;0;0;;;Chimiothérapie pour autre tumeur, très courte durée;01/03/2017
6497;17M081;0;3;2983,68;0;0;297,65;;;Leucémies aigües, âge inférieur à 18 ans, niveau 1;01/03/2017
6498;17M082;0;15;9150,01;0;0;270,9;;;Leucémies aigües, âge inférieur à 18 ans, niveau 2;01/03/2017
6499;17M083;7;39;18457,79;0;2068,4;232,46;;;Leucémies aigües, âge inférieur à 18 ans, niveau 3;01/03/2017
6500;17M084;19;112;35427,64;0;808,09;674,3;;;Leucémies aigües, âge inférieur à 18 ans, niveau 4;01/03/2017
6501;17M08T;0;0;609,83;0;0;0;;;Leucémies aigües, âge inférieur à 18 ans, très courte durée;01/03/2017
6502;17M091;0;5;1968,3;0;0;293,49;;;Leucémies aigües, âge supérieur à 17 ans, niveau 1;01/03/2017
6503;17M092;0;16;5874,92;0;0;265,23;;;Leucémies aigües, âge supérieur à 17 ans, niveau 2;01/03/2017
6504;17M093;0;40;12240,47;0;0;317,03;;;Leucémies aigües, âge supérieur à 17 ans, niveau 3;01/03/2017
6505;17M094;13;80;24921,49;0;1056,75;594,23;;;Leucémies aigües, âge supérieur à 17 ans, niveau 4;01/03/2017
6506;17M09T;0;0;701,64;0;0;0;;;Leucémies aigües, âge supérieur à 17 ans, très courte durée;01/03/2017
6522;17M14Z;0;0;653,87;0;0;0;;;Explorations et surveillance pour affections myéloprolifératives et tumeurs de siège imprécis ou diffus;01/03/2017
6523;17K041;0;0;6299,98;0;0;0;;;Autres irradiations, niveau 1;01/03/2017
6524;17K041;0;6;4240,66;0;0;1225,08;;;Autres irradiations, niveau 1;01/03/2017
6525;17K041;0;6;3065,94;0;0;885,72;;;Autres irradiations, niveau 1;01/03/2017
6526;17M151;0;5;1839,69;0;0;217,54;;;Lymphomes et autres affections malignes lymphoïdes, niveau 1;01/03/2017
6527;17M152;0;18;4909,87;0;0;212,03;;;Lymphomes et autres affections malignes lymphoïdes, niveau 2;01/03/2017
6528;17M153;0;30;8366,06;0;0;183,54;;;Lymphomes et autres affections malignes lymphoïdes, niveau 3;01/03/2017
6529;17M154;11;62;14239,36;0;652,59;418;;;Lymphomes et autres affections malignes lymphoïdes, niveau 4;01/03/2017
6530;17M15T;0;0;634,07;0;0;0;;;Lymphomes et autres affections malignes lymphoïdes, très courte durée;01/03/2017
6531;17M161;0;5;1608,12;0;0;191,96;;;Hémopathies myéloïdes chroniques, niveau 1;01/03/2017
6532;17M162;0;17;3911,63;0;0;245,14;;;Hémopathies myéloïdes chroniques, niveau 2;01/03/2017
6533;17M163;0;28;6608,2;0;0;297,38;;;Hémopathies myéloïdes chroniques, niveau 3;01/03/2017
6534;17M164;9;52;13745,39;0;1189,53;463,81;;;Hémopathies myéloïdes chroniques, niveau 4;01/03/2017
6535;17M16T;0;0;729,52;0;0;0;;;Hémopathies myéloïdes chroniques, très courte durée;01/03/2017
6536;17M171;0;4;1894,03;0;0;156,57;;;Autres affections et tumeurs de siège imprécis ou diffus, niveau 1;01/03/2017
6537;17M172;0;17;4123,99;0;0;147,3;;;Autres affections et tumeurs de siège imprécis ou diffus, niveau 2;01/03/2017
6538;17M173;7;38;7217,3;0;687,4;346,1;;;Autres affections et tumeurs de siège imprécis ou diffus, niveau 3;01/03/2017
6539;17M174;8;49;13663,91;0;1432,58;451,01;;;Autres affections et tumeurs de siège imprécis ou diffus, niveau 4;01/03/2017
6540;17M17T;0;0;701,41;0;0;0;;;Autres affections et tumeurs de siège imprécis ou diffus, très courte durée;01/03/2017
6702;18C021;0;9;2276,55;0;0;164,25;;;Interventions pour maladies infectieuses ou parasitaires, niveau 1;01/03/2017
6703;18C022;4;40;7368,3;0;3394,5;252,85;;;Interventions pour maladies infectieuses ou parasitaires, niveau 2;01/03/2017
6704;18C023;8;64;13436,74;0;1011,41;271,83;;;Interventions pour maladies infectieuses ou parasitaires, niveau 3;01/03/2017
6705;18C024;16;96;22135,44;0;527,19;429,33;;;Interventions pour maladies infectieuses ou parasitaires, niveau 4;01/03/2017
6706;18C02J;0;0;2276,55;0;0;0;;;Interventions pour maladies infectieuses ou parasitaires, en ambulatoire;01/03/2017
6763;18M021;0;3;941,74;0;0;296,17;;;Maladies virales et fièvres d'étiologie indéterminée, âge inférieur 18 ans, niveau 1;01/03/2017
6764;18M022;0;7;2417,31;0;0;254,62;;;Maladies virales et fièvres d'étiologie indéterminée, âge inférieur 18 ans, niveau 2;01/03/2017
6765;18M023;0;14;4199,64;0;0;406,02;;;Maladies virales et fièvres d'étiologie indéterminée, âge inférieur 18 ans, niveau 3;01/03/2017
6766;18M024;0;19;6229,76;0;0;475,99;;;Maladies virales et fièvres d'étiologie indéterminée, âge inférieur 18 ans, niveau 4;01/03/2017
6767;18M031;0;7;1723,81;0;0;147,06;;;Maladies virales, âge supérieur à 17 ans, niveau 1;01/03/2017
6768;18M032;0;12;2977,73;0;0;122,36;;;Maladies virales, âge supérieur à 17 ans, niveau 2;01/03/2017
6769;18M033;0;33;5547,24;0;0;369,88;;;Maladies virales, âge supérieur à 17 ans, niveau 3;01/03/2017
6770;18M034;7;42;9256,2;0;1236,32;351,7;;;Maladies virales, âge supérieur à 17 ans, niveau 4;01/03/2017
6771;18M03T;0;0;548,3;0;0;0;;;Maladies virales, âge supérieur à 17 ans, très courte durée;01/03/2017
6772;18M041;0;7;1592,97;0;0;179,35;;;Fièvres d'étiologie indéterminée, âge supérieur à 17 ans, niveau 1;01/03/2017
6773;18M042;0;12;2766,56;0;0;168,28;;;Fièvres d'étiologie indéterminée, âge supérieur à 17 ans, niveau 2;01/03/2017
6774;18M043;0;20;4467,81;0;0;147,39;;;Fièvres d'étiologie indéterminée, âge supérieur à 17 ans, niveau 3;01/03/2017
6775;18M044;0;37;6973,48;0;0;395,37;;;Fièvres d'étiologie indéterminée, âge supérieur à 17 ans, niveau 4;01/03/2017
6776;18M04T;0;0;585,83;0;0;0;;;Fièvres d'étiologie indéterminée, âge supérieur à 17 ans, très courte durée;01/03/2017
6777;18M061;0;9;2323,32;0;0;274,54;;;Septicémies, âge inférieur à 18 ans, niveau 1;01/03/2017
6778;18M062;0;16;5833,8;0;0;130,1;;;Septicémies, âge inférieur à 18 ans, niveau 2;01/03/2017
6779;18M063;0;27;7264,95;0;0;464,39;;;Septicémies, âge inférieur à 18 ans, niveau 3;01/03/2017
6780;18M064;0;33;11149,4;0;0;541,37;;;Septicémies, âge inférieur à 18 ans, niveau 4;01/03/2017
6781;18M071;0;10;2590,4;0;0;207,94;;;Septicémies, âge supérieur à 17 ans, niveau 1;01/03/2017
6782;18M072;0;19;4665,26;0;0;200,12;;;Septicémies, âge supérieur à 17 ans, niveau 2;01/03/2017
6783;18M073;0;30;7202,86;0;0;177,69;;;Septicémies, âge supérieur à 17 ans, niveau 3;01/03/2017
6784;18M074;0;45;9868,26;0;0;369,29;;;Septicémies, âge supérieur à 17 ans, niveau 4;01/03/2017
6785;18M07T;0;0;849,96;0;0;0;;;Septicémies, âge supérieur à 17 ans, très courte durée;01/03/2017
6786;18M091;0;5;1538,46;0;0;269,51;;;Paludisme, niveau 1;01/03/2017
6787;18M092;0;8;2465,5;0;0;249,75;;;Paludisme, niveau 2;01/03/2017
6788;18M093;0;14;3964,02;0;0;384,98;;;Paludisme, niveau 3;01/03/2017
6789;18M094;0;0;6581,23;0;0;0;;;Paludisme, niveau 4;01/03/2017
6790;18M101;0;7;1552,65;0;0;153,52;;;Maladies infectieuses sévères, niveau 1;01/03/2017
6791;18M102;0;15;3943,79;0;0;85,11;;;Maladies infectieuses sévères, niveau 2;01/03/2017
6792;18M103;6;32;5390,65;0;482,29;345,31;;;Maladies infectieuses sévères, niveau 3;01/03/2017
6793;18M104;7;39;8387,89;0;999,08;314,73;;;Maladies infectieuses sévères, niveau 4;01/03/2017
6794;18M10T;0;0;605,95;0;0;0;;;Maladies infectieuses sévères, très courte durée;01/03/2017
6795;18M111;0;5;1420,85;0;0;149,3;;;Autres maladies infectieuses ou parasitaires, niveau 1;01/03/2017
6796;18M112;0;11;3209,66;0;0;123,04;;;Autres maladies infectieuses ou parasitaires, niveau 2;01/03/2017
6797;18M113;0;22;4905,63;0;0;108,15;;;Autres maladies infectieuses ou parasitaires, niveau 3;01/03/2017
6798;18M114;6;45;7393,04;0;1658,27;352,37;;;Autres maladies infectieuses ou parasitaires, niveau 4;01/03/2017
6799;18M12Z;0;0;561,15;0;0;0;;;Explorations et surveillance pour maladies infectieuses ou parasitaires;01/03/2017
6800;18M13E;0;0;792,01;0;0;0;;;Affections de la CMD 18 avec décès : séjours de moins de 2 jours;01/03/2017
6801;18M14T;0;0;539,49;0;0;0;;;Symptômes et autres recours aux soins de la CMD 18, très courte durée;01/03/2017
6802;18M14Z;0;17;3313,4;0;0;300,3;;;Symptômes et autres recours aux soins de la CMD 18;01/03/2017
6803;18M09T;0;0;563,73;0;0;0;;;Paludisme, très courte durée;01/03/2017
6804;18M11T;0;0;562,58;0;0;0;;;Autres maladies infectieuses ou parasitaires, très courte durée;01/03/2017
6805;18M151;0;11;1842,26;0;0;260,09;;;Autres maladies infectieuses concernant majoritairement la petite enfance, niveau 1;01/03/2017
6806;18M152;0;14;2622,51;0;0;263,31;;;Autres maladies infectieuses concernant majoritairement la petite enfance, niveau 2;01/03/2017
6807;18M153;0;0;3434,3;0;0;0;;;Autres maladies infectieuses concernant majoritairement la petite enfance, niveau 3;01/03/2017
6808;18M154;0;0;4451,54;0;0;0;;;Autres maladies infectieuses concernant majoritairement la petite enfance, niveau 4;01/03/2017
7001;19C021;0;9;2548,65;0;0;154,97;;;Interventions chirurgicales avec un diagnostic principal de maladie mentale, niveau 1;01/03/2017
7002;19C022;4;39;8171,32;0;3748,45;80,09;;;Interventions chirurgicales avec un diagnostic principal de maladie mentale, niveau 2;01/03/2017
7003;19C023;9;52;9212,56;0;138,83;268,95;;;Interventions chirurgicales avec un diagnostic principal de maladie mentale, niveau 3;01/03/2017
7004;19C024;14;86;20753,9;0;854,91;421,37;;;Interventions chirurgicales avec un diagnostic principal de maladie mentale, niveau 4;01/03/2017
7005;19C021;0;0;23946,66;0;0;0;;;Interventions chirurgicales avec un diagnostic principal de maladie mentale, niveau 1;01/03/2017
7005;19C021;0;0;23946,66;0;0;0;;;Interventions chirurgicales avec un diagnostic principal de maladie mentale, niveau 1;01/03/2017
7005;19C021;0;0;23946,66;0;0;0;;;Interventions chirurgicales avec un diagnostic principal de maladie mentale, niveau 1;01/03/2017
7005;19C021;0;0;23946,66;0;0;0;;;Interventions chirurgicales avec un diagnostic principal de maladie mentale, niveau 1;01/03/2017
7064;19M021;0;10;1754,47;0;0;184,92;;;Troubles aigus de l'adaptation et du fonctionnement psychosocial, niveau 1;01/03/2017
7065;19M022;0;16;2954,48;0;0;176,69;;;Troubles aigus de l'adaptation et du fonctionnement psychosocial, niveau 2;01/03/2017
