GHS-NRO;CMD-COD;DCS-MCO;GHM-NRO;GHS-LIB;SEU-BAS;SEU-HAU;GHS-PRI;EXB-FORFAIT;EXB-JOURNALIER;EXH-PRI;DAT-EFFET
6174;16;M;16M093;Autres affections du système réticuloendothélial ou immunitaire, niveau 3;0;34;6083,42;0;0;223,41;01/03/2011
6175;16;M;16M094;Autres affections du système réticuloendothélial ou immunitaire, niveau 4;0;50;9657,97;0;0;356,52;01/03/2011
6176;16;M;16M09T;Autres affections du système réticuloendothélial ou immunitaire, très courte durée;0;0;603,37;0;0;0;01/03/2011
6177;16;M;16M101;Troubles sévères de la lignée érythrocytaire, âge supérieur à 17 ans, niveau 1;0;12;2274,05;0;0;178,6;01/03/2011
6178;16;M;16M102;Troubles sévères de la lignée érythrocytaire, âge supérieur à 17 ans, niveau 2;0;24;4417,2;0;0;231,45;01/03/2011
6179;16;M;16M103;Troubles sévères de la lignée érythrocytaire, âge supérieur à 17 ans, niveau 3;7;41;8351,85;3934,65;0;380,32;01/03/2011
6180;16;M;16M104;Troubles sévères de la lignée érythrocytaire, âge supérieur à 17 ans, niveau 4;6;51;12621,86;4270,01;0;463,79;01/03/2011
6181;16;M;16M10T;Troubles sévères de la lignée érythrocytaire, âge supérieur à 17 ans, très courte durée;0;0;710,23;0;0;0;01/03/2011
6182;16;M;16M111;Autres troubles de la lignée érythrocytaire, âge supérieur à 17 ans, niveau 1;0;11;2137,27;0;0;135,07;01/03/2011
6183;16;M;16M112;Autres troubles de la lignée érythrocytaire, âge supérieur à 17 ans, niveau 2;0;23;3758,13;0;0;150,7;01/03/2011
6184;16;M;16M113;Autres troubles de la lignée érythrocytaire, âge supérieur à 17 ans, niveau 3;6;32;5326,77;1568,64;0;131,39;01/03/2011
6185;16;M;16M114;Autres troubles de la lignée érythrocytaire, âge supérieur à 17 ans, niveau 4;0;43;6772,1;0;0;291,89;01/03/2011
6186;16;M;16M11T;Autres troubles de la lignée érythrocytaire, âge supérieur à 17 ans, très courte durée;0;0;721,93;0;0;0;01/03/2011
6187;16;M;16M121;Purpuras, niveau 1;0;8;1743,71;0;0;123,16;01/03/2011
6188;16;M;16M122;Purpuras, niveau 2;0;20;3647,22;0;0;90,43;01/03/2011
6189;16;M;16M123;Purpuras, niveau 3;0;33;4822,78;0;0;133,42;01/03/2011
6190;16;M;16M124;Purpuras, niveau 4;0;46;6557,21;0;0;266,3;01/03/2011
6191;16;M;16M12T;Purpuras, très courte durée;0;0;569,68;0;0;0;01/03/2011
6192;16;M;16M131;Autres troubles de la coagulation, niveau 1;0;5;1197,3;0;0;129,41;01/03/2011
6193;16;M;16M132;Autres troubles de la coagulation, niveau 2;0;20;3321,69;0;0;124,46;01/03/2011
6194;16;M;16M133;Autres troubles de la coagulation, niveau 3;0;34;5830,31;0;0;91,14;01/03/2011
6195;16;M;16M134;Autres troubles de la coagulation, niveau 4;6;57;7926,57;2096,26;0;259,49;01/03/2011
6196;16;M;16M13T;Autres troubles de la coagulation, très courte durée;0;0;547,22;0;0;0;01/03/2011
6197;16;M;16M14Z;Explorations et surveillance pour affections du sang et des organes hématopoïétiques;0;0;719,37;0;0;0;01/03/2011
6198;16;M;16M15Z;Symptômes et autres recours aux soins de la CMD 16;0;11;2637,67;0;0;440,65;01/03/2011
6199;16;M;16M161;Troubles sévères de la lignée érythrocytaire, âge inférieur à 18 ans, niveau 1;0;10;2215,35;0;0;322,14;01/03/2011
6200;16;M;16M162;Troubles sévères de la lignée érythrocytaire, âge inférieur à 18 ans, niveau 2;0;18;4909,3;0;0;315,27;01/03/2011
6201;16;M;16M163;Troubles sévères de la lignée érythrocytaire, âge inférieur à 18 ans, niveau 3;6;35;10268,82;5359,52;0;538,31;01/03/2011
6202;16;M;16M164;Troubles sévères de la lignée érythrocytaire, âge inférieur à 18 ans, niveau 4;0;40;14745,62;0;0;675,19;01/03/2011
6203;16;M;16M16T;Troubles sévères de la lignée érythrocytaire, âge inférieur à 18 ans, très courte durée;0;0;691,21;0;0;0;01/03/2011
6204;16;M;16M171;Autres troubles de la lignée érythrocytaire, âge inférieur à 18 ans, niveau 1;0;8;2016,15;0;0;200,3;01/03/2011
6205;16;M;16M172;Autres troubles de la lignée érythrocytaire, âge inférieur à 18 ans, niveau 2;0;18;4019,12;0;0;294,68;01/03/2011
6206;16;M;16M173;Autres troubles de la lignée érythrocytaire, âge inférieur à 18 ans, niveau 3;5;27;6671,3;2652,18;0;448,52;01/03/2011
6207;16;M;16M174;Autres troubles de la lignée érythrocytaire, âge inférieur à 18 ans, niveau 4;0;0;9071,02;0;0;0;01/03/2011
6208;16;M;16M17T;Autres troubles de la lignée érythrocytaire, âge inférieur à 18 ans, très courte durée;0;0;711,13;0;0;0;01/03/2011
6209;16;M;16M15T;Symptômes et autres recours aux soins de la CMD 16, très courte durée;0;0;758,1;0;0;0;01/03/2011
6309;17;C;17C021;Interventions majeures au cours de lymphomes ou de leucémies, niveau 1;2;12;4339,12;0;1334,11;203,51;01/03/2011
6310;17;C;17C022;Interventions majeures au cours de lymphomes ou de leucémies, niveau 2;0;28;7979,55;0;0;190,26;01/03/2011
6311;17;C;17C023;Interventions majeures au cours de lymphomes ou de leucémies, niveau 3;10;57;13497,02;5517,47;0;209,43;01/03/2011
6312;17;C;17C024;Interventions majeures au cours de lymphomes ou de leucémies, niveau 4;11;89;20198,73;6701,71;0;423,65;01/03/2011
6313;17;C;17C031;Autres interventions au cours de lymphomes ou de leucémies, niveau 1;2;7;2425,92;0;678,63;184,37;01/03/2011
6314;17;C;17C032;Autres interventions au cours de lymphomes ou de leucémies, niveau 2;4;35;7588,19;5162,27;0;223,45;01/03/2011
6315;17;C;17C033;Autres interventions au cours de lymphomes ou de leucémies, niveau 3;9;69;15185,46;7597,27;0;252,17;01/03/2011
6316;17;C;17C034;Autres interventions au cours de lymphomes ou de leucémies, niveau 4;17;100;23002,63;7817,17;0;430,78;01/03/2011
6317;17;C;17C03J;Autres interventions au cours de lymphomes ou de leucémies, en ambulatoire;0;0;1068,65;0;0;0;01/03/2011
6318;17;C;17C041;Interventions majeures pour affections myéloprolifératives ou tumeurs de siège imprécis ou diffus, niveau 1;4;18;6272,55;0;1110,91;205,93;01/03/2011
6319;17;C;17C042;Interventions majeures pour affections myéloprolifératives ou tumeurs de siège imprécis ou diffus, niveau 2;6;36;9979,33;3706,78;0;287,76;01/03/2011
6320;17;C;17C043;Interventions majeures pour affections myéloprolifératives ou tumeurs de siège imprécis ou diffus, niveau 3;9;51;14352,55;4373,22;0;285,49;01/03/2011
6321;17;C;17C044;Interventions majeures pour affections myéloprolifératives ou tumeurs de siège imprécis ou diffus, niveau 4;13;76;21489,76;7137,21;0;526,67;01/03/2011
6322;17;C;17C051;Autres interventions au cours d'affections myéloprolifératives ou de tumeurs de siège imprécis ou diffus, niveau 1;2;8;2635,04;0;920,89;205,13;01/03/2011
6323;17;C;17C052;Autres interventions au cours d'affections myéloprolifératives ou de tumeurs de siège imprécis ou diffus, niveau 2;0;28;6737,56;0;0;220,84;01/03/2011
6324;17;C;17C053;Autres interventions au cours d'affections myéloprolifératives ou de tumeurs de siège imprécis ou diffus, niveau 3;6;52;12467,34;5729,78;0;206,53;01/03/2011
6325;17;C;17C054;Autres interventions au cours d'affections myéloprolifératives ou de tumeurs de siège imprécis ou diffus, niveau 4;10;82;18663,18;6195,84;0;423,7;01/03/2011
6326;17;C;17C05J;Autres interventions au cours d'affections myéloprolifératives ou de tumeurs de siège imprécis ou diffus, en ambulatoire;0;0;793,26;0;0;0;01/03/2011
6470;17;M;17K041;Autres irradiations, niveau 1;2;7;2374,5;0;997,06;165,5;01/03/2011
6471;17;M;17K042;Autres irradiations, niveau 2;4;23;5022,5;2648;0;210,64;01/03/2011
6472;17;M;17K043;Autres irradiations, niveau 3;0;34;7339,53;0;0;218,32;01/03/2011
6473;17;M;17K044;Autres irradiations, niveau 4;9;50;10832,65;3493,12;0;398,33;01/03/2011
6474;17;M;17K051;Curiethérapies de la prostate, niveau 1;0;0;5279,12;0;0;0;01/03/2011
6475;17;M;17K052;Curiethérapies de la prostate, niveau 2;0;0;6318,96;0;0;0;01/03/2011
6476;17;M;17K053;Curiethérapies de la prostate, niveau 3;0;0;9813,15;0;0;0;01/03/2011
6477;17;M;17K054;Curiethérapies de la prostate, niveau 4;0;0;14779,88;0;0;0;01/03/2011
6478;17;M;17K061;Autres curiethérapies et irradiations internes, niveau 1;2;9;3012,5;0;1067,86;545,91;01/03/2011
6479;17;M;17K062;Autres curiethérapies et irradiations internes, niveau 2;0;13;5196,13;0;0;733,68;01/03/2011
6480;17;M;17K063;Autres curiethérapies et irradiations internes, niveau 3;0;0;7452,27;0;0;0;01/03/2011
6481;17;M;17K064;Autres curiethérapies et irradiations internes, niveau 4;0;0;10997,78;0;0;0;01/03/2011
6482;17;M;17K07J;Affections myéloprolifératives et tumeurs de siège imprécis sans acte opératoire, avec anesthésie, en ambulatoire;0;0;689,97;0;0;0;01/03/2011
6483;17;M;17M051;Chimiothérapie pour leucémie aigüe, niveau 1;2;8;2566,57;0;914,23;345,13;01/03/2011
6484;17;M;17M052;Chimiothérapie pour leucémie aigüe, niveau 2;0;23;9167,25;0;0;299,2;01/03/2011
6485;17;M;17M053;Chimiothérapie pour leucémie aigüe, niveau 3;8;54;18442,47;9275,22;0;416,92;01/03/2011
6486;17;M;17M054;Chimiothérapie pour leucémie aigüe, niveau 4;11;65;23028,6;4586,13;0;662,72;01/03/2011
6487;17;M;17M061;Chimiothérapie pour autre tumeur, niveau 1;0;10;2348,6;0;0;178,41;01/03/2011
6488;17;M;17M062;Chimiothérapie pour autre tumeur, niveau 2;0;13;2888,31;0;0;178,26;01/03/2011
6489;17;M;17M063;Chimiothérapie pour autre tumeur, niveau 3;0;21;4768,68;0;0;158,51;01/03/2011
6490;17;M;17M064;Chimiothérapie pour autre tumeur, niveau 4;0;44;8414,47;0;0;357,24;01/03/2011
6491;17;M;17M06T;Chimiothérapie pour autre tumeur, très courte durée;0;0;869,44;0;0;0;01/03/2011
6492;17;M;17M071;Autres affections myéloprolifératives et tumeurs de siège imprécis ou diffus, niveau 1;0;10;2101,51;0;0;170,33;01/03/2011
6493;17;M;17M072;Autres affections myéloprolifératives et tumeurs de siège imprécis ou diffus, niveau 2;0;25;4656,48;0;0;178,67;01/03/2011
6494;17;M;17M073;Autres affections myéloprolifératives et tumeurs de siège imprécis ou diffus, niveau 3;0;40;7336,47;0;0;337,19;01/03/2011
6495;17;M;17M074;Autres affections myéloprolifératives et tumeurs de siège imprécis ou diffus, niveau 4;7;55;12856,16;5519,69;0;431,68;01/03/2011
6496;17;M;17M07T;Autres affections myéloprolifératives et tumeurs de siège imprécis ou diffus, très courte durée;0;0;660,49;0;0;0;01/03/2011
6497;17;M;17M081;Leucémies aigües, âge inférieur à 18 ans, niveau 1;0;22;3241,5;0;0;269,99;01/03/2011
6498;17;M;17M082;Leucémies aigües, âge inférieur à 18 ans, niveau 2;5;51;15460,95;12219,45;0;334,56;01/03/2011
6499;17;M;17M083;Leucémies aigües, âge inférieur à 18 ans, niveau 3;13;76;23824,94;8363,99;0;495,08;01/03/2011
6500;17;M;17M084;Leucémies aigües, âge inférieur à 18 ans, niveau 4;19;112;41647,91;17822,97;0;692,45;01/03/2011
6501;17;M;17M08T;Leucémies aigües, âge inférieur à 18 ans, très courte durée;0;0;623,49;0;0;0;01/03/2011
6502;17;M;17M091;Leucémies aigües, âge supérieur à 17 ans, niveau 1;0;9;2062,15;0;0;235,16;01/03/2011
6503;17;M;17M092;Leucémies aigües, âge supérieur à 17 ans, niveau 2;0;33;7705,9;0;0;353,32;01/03/2011
6504;17;M;17M093;Leucémies aigües, âge supérieur à 17 ans, niveau 3;10;66;19592,32;11886,42;0;340,72;01/03/2011
6505;17;M;17M094;Leucémies aigües, âge supérieur à 17 ans, niveau 4;14;84;25725,26;6132,94;0;570,16;01/03/2011
6506;17;M;17M09T;Leucémies aigües, âge supérieur à 17 ans, très courte durée;0;0;676,58;0;0;0;01/03/2011
6507;17;M;17M111;Autres leucémies, niveau 1;0;9;2060,81;0;0;152,43;01/03/2011
6508;17;M;17M112;Autres leucémies, niveau 2;0;28;4956,94;0;0;205,18;01/03/2011
6509;17;M;17M113;Autres leucémies, niveau 3;5;43;8034,67;3077,73;0;299,46;01/03/2011
6510;17;M;17M114;Autres leucémies, niveau 4;7;63;14023,82;5989,15;0;414,15;01/03/2011
6511;17;M;17M11T;Autres leucémies, très courte durée;0;0;637,76;0;0;0;01/03/2011
6512;17;M;17M121;Lymphomes et autres affections malignes hématopoiètiques, niveau 1;0;9;2012,13;0;0;176,77;01/03/2011
6513;17;M;17M122;Lymphomes et autres affections malignes hématopoiètiques, niveau 2;0;30;5724,3;0;0;195,65;01/03/2011
6514;17;M;17M123;Lymphomes et autres affections malignes hématopoiètiques, niveau 3;5;45;8658,99;2934,69;0;236,32;01/03/2011
6515;17;M;17M124;Lymphomes et autres affections malignes hématopoiètiques, niveau 4;12;70;14566,87;5907,88;0;390,15;01/03/2011
6516;17;M;17M12T;Lymphomes et autres affections malignes hématopoiètiques, très courte durée;0;0;611,08;0;0;0;01/03/2011
6517;17;M;17M131;Polyglobulies, niveau 1;0;7;1632,76;0;0;129,08;01/03/2011
6518;17;M;17M132;Polyglobulies, niveau 2;0;28;4343,51;0;0;297,39;01/03/2011
6519;17;M;17M133;Polyglobulies, niveau 3;7;39;7614,85;3271,34;0;377,17;01/03/2011
6520;17;M;17M134;Polyglobulies, niveau 4;0;0;14086,18;0;0;0;01/03/2011
6521;17;M;17M13T;Polyglobulies, très courte durée;0;0;614,09;0;0;0;01/03/2011
6522;17;M;17M14Z;Explorations et surveillance pour affections myéloprolifératives et tumeurs de siège imprécis ou diffus;0;0;676,09;0;0;0;01/03/2011
6523;17;M;17K041;Autres irradiations, niveau 1;0;0;6480,28;0;0;0;01/03/2011
6524;17;M;17K041;Autres irradiations, niveau 1;2;7;5554,91;0;2332,53;387,17;01/03/2011
6525;17;M;17K041;Autres irradiations, niveau 1;2;7;4956,3;0;2081,17;345,45;01/03/2011
6702;18;C;18C021;Interventions pour maladies infectieuses ou parasitaires, niveau 1;3;11;2994,06;0;583,63;164,01;01/03/2011
6703;18;C;18C022;Interventions pour maladies infectieuses ou parasitaires, niveau 2;4;40;7750,5;4756,44;0;233,51;01/03/2011
6704;18;C;18C023;Interventions pour maladies infectieuses ou parasitaires, niveau 3;8;71;16070,97;8320,47;0;208,36;01/03/2011
6705;18;C;18C024;Interventions pour maladies infectieuses ou parasitaires, niveau 4;19;114;25030,52;8959,55;0;411,19;01/03/2011
6706;18;C;18C02J;Interventions pour maladies infectieuses ou parasitaires, en ambulatoire;0;0;1243,16;0;0;0;01/03/2011
6763;18;M;18M021;Maladies virales et fièvres d'étiologie indéterminée, âge inférieur 18 ans, niveau 1;0;4;1002,07;0;0;169,86;01/03/2011
6764;18;M;18M022;Maladies virales et fièvres d'étiologie indéterminée, âge inférieur 18 ans, niveau 2;0;12;2540,98;0;0;163,19;01/03/2011
6765;18;M;18M023;Maladies virales et fièvres d'étiologie indéterminée, âge inférieur 18 ans, niveau 3;0;21;4611,33;0;0;129,76;01/03/2011
6766;18;M;18M024;Maladies virales et fièvres d'étiologie indéterminée, âge inférieur 18 ans, niveau 4;0;39;6947,01;0;0;333,99;01/03/2011
6767;18;M;18M031;Maladies virales, âge supérieur à 17 ans, niveau 1;0;11;1796,36;0;0;144,26;01/03/2011
6768;18;M;18M032;Maladies virales, âge supérieur à 17 ans, niveau 2;0;20;3094,72;0;0;219,53;01/03/2011
6769;18;M;18M033;Maladies virales, âge supérieur à 17 ans, niveau 3;0;33;5948,66;0;0;334,79;01/03/2011
6770;18;M;18M034;Maladies virales, âge supérieur à 17 ans, niveau 4;7;42;9601,32;3652,66;0;426,44;01/03/2011
6771;18;M;18M03T;Maladies virales, âge supérieur à 17 ans, très courte durée;0;0;564,21;0;0;0;01/03/2011
6772;18;M;18M041;Fièvres d'étiologie indéterminée, âge supérieur à 17 ans, niveau 1;0;9;1660,48;0;0;152,49;01/03/2011
6773;18;M;18M042;Fièvres d'étiologie indéterminée, âge supérieur à 17 ans, niveau 2;0;17;2880,4;0;0;160,74;01/03/2011
6774;18;M;18M043;Fièvres d'étiologie indéterminée, âge supérieur à 17 ans, niveau 3;0;28;4648,51;0;0;311,08;01/03/2011
6775;18;M;18M044;Fièvres d'étiologie indéterminée, âge supérieur à 17 ans, niveau 4;0;37;7494,44;0;0;370,4;01/03/2011
6776;18;M;18M04T;Fièvres d'étiologie indéterminée, âge supérieur à 17 ans, très courte durée;0;0;602,07;0;0;0;01/03/2011
6777;18;M;18M061;Septicémies, âge inférieur à 18 ans, niveau 1;0;10;2442,7;0;0;210,72;01/03/2011
6778;18;M;18M062;Septicémies, âge inférieur à 18 ans, niveau 2;0;24;6409,51;0;0;125,99;01/03/2011
6779;18;M;18M063;Septicémies, âge inférieur à 18 ans, niveau 3;0;36;7921,38;0;0;410,76;01/03/2011
6780;18;M;18M064;Septicémies, âge inférieur à 18 ans, niveau 4;0;41;11932,04;0;0;540,57;01/03/2011
6781;18;M;18M071;Septicémies, âge supérieur à 17 ans, niveau 1;0;17;2744,1;0;0;170,03;01/03/2011
6782;18;M;18M072;Septicémies, âge supérieur à 17 ans, niveau 2;4;31;5124,46;2380,36;0;202,78;01/03/2011
6783;18;M;18M073;Septicémies, âge supérieur à 17 ans, niveau 3;5;43;7738,72;2614,26;0;192,13;01/03/2011
6784;18;M;18M074;Septicémies, âge supérieur à 17 ans, niveau 4;7;60;11004,98;3266,26;0;340,23;01/03/2011
6785;18;M;18M07T;Septicémies, âge supérieur à 17 ans, très courte durée;0;0;897,09;0;0;0;01/03/2011
6786;18;M;18M091;Paludisme, niveau 1;0;9;1606,94;0;0;215,12;01/03/2011
6787;18;M;18M092;Paludisme, niveau 2;0;12;2631,3;0;0;173,01;01/03/2011
6788;18;M;18M093;Paludisme, niveau 3;0;21;4188,37;0;0;359,43;01/03/2011
6789;18;M;18M094;Paludisme, niveau 4;0;0;6756,13;0;0;0;01/03/2011
6790;18;M;18M101;Maladies infectieuses sévères, niveau 1;2;9;1765,26;0;561,92;171,33;01/03/2011
6791;18;M;18M102;Maladies infectieuses sévères, niveau 2;0;22;4279,47;0;0;142,64;01/03/2011
6792;18;M;18M103;Maladies infectieuses sévères, niveau 3;6;32;5705,93;1426,46;0;325,36;01/03/2011
6793;18;M;18M104;Maladies infectieuses sévères, niveau 4;7;39;8595,8;2889,87;0;404,72;01/03/2011
6794;18;M;18M10T;Maladies infectieuses sévères, très courte durée;0;0;641,41;0;0;0;01/03/2011
6795;18;M;18M111;Autres maladies infectieuses ou parasitaires, niveau 1;0;8;1485,8;0;0;173,77;01/03/2011
6796;18;M;18M112;Autres maladies infectieuses ou parasitaires, niveau 2;0;19;3397,28;0;0;175,76;01/03/2011
6797;18;M;18M113;Autres maladies infectieuses ou parasitaires, niveau 3;0;29;5154,92;0;0;176,58;01/03/2011
6798;18;M;18M114;Autres maladies infectieuses ou parasitaires, niveau 4;6;45;7980,25;2825,33;0;326,24;01/03/2011
6799;18;M;18M12Z;Explorations et surveillance pour maladies infectieuses ou parasitaires;0;0;549,56;0;0;0;01/03/2011
6800;18;M;18M13E;Affections de la CMD 18 avec décès : séjours de moins de 2 jours;0;0;822,74;0;0;0;01/03/2011
6801;18;M;18M14T;Symptômes et autres recours aux soins de la CMD 18, très courte durée;0;0;468,69;0;0;0;01/03/2011
6802;18;M;18M14Z;Symptômes et autres recours aux soins de la CMD 18;0;20;3446,93;0;0;312,86;01/03/2011
6803;18;M;18M09T;Paludisme, très courte durée;0;0;534,06;0;0;0;01/03/2011
6804;18;M;18M11T;Autres maladies infectieuses ou parasitaires, très courte durée;0;0;581,72;0;0;0;01/03/2011
7001;19;C;19C021;Interventions chirurgicales avec un diagnostic principal de maladie mentale, niveau 1;2;8;2993,61;0;498,94;217,46;01/03/2011
7002;19;C;19C022;Interventions chirurgicales avec un diagnostic principal de maladie mentale, niveau 2;4;39;9734,84;6741,23;0;255,63;01/03/2011
7003;19;C;19C023;Interventions chirurgicales avec un diagnostic principal de maladie mentale, niveau 3;10;59;15703,69;5968,85;0;223,92;01/03/2011
7004;19;C;19C024;Interventions chirurgicales avec un diagnostic principal de maladie mentale, niveau 4;14;86;21749,44;6045,75;0;469,2;01/03/2011
7064;19;M;19M021;Troubles aigus de l'adaptation et du fonctionnement psychosocial, niveau 1;0;12;1854,15;0;0;124,97;01/03/2011
7065;19;M;19M022;Troubles aigus de l'adaptation et du fonctionnement psychosocial, niveau 2;0;22;3103,8;0;0;138,96;01/03/2011
7066;19;M;19M023;Troubles aigus de l'adaptation et du fonctionnement psychosocial, niveau 3;0;29;4076,49;0;0;164,19;01/03/2011
7067;19;M;19M024;Troubles aigus de l'adaptation et du fonctionnement psychosocial, niveau 4;6;36;5225,83;1149,34;0;266,95;01/03/2011
7068;19;M;19M02T;Troubles aigus de l'adaptation et du fonctionnement psychosocial, très courte durée;0;0;514,77;0;0;0;01/03/2011
7069;19;M;19M061;Troubles mentaux d'origine organique et retards mentaux, âge supérieur à 79 ans, niveau 1;3;20;2909,75;0;815,16;112,7;01/03/2011
7070;19;M;19M062;Troubles mentaux d'origine organique et retards mentaux, âge supérieur à 79 ans, niveau 2;6;33;4374,86;1465,11;0;159,35;01/03/2011
7071;19;M;19M063;Troubles mentaux d'origine organique et retards mentaux, âge supérieur à 79 ans, niveau 3;5;39;5384,07;1009,21;0;154,03;01/03/2011
7072;19;M;19M064;Troubles mentaux d'origine organique et retards mentaux, âge supérieur à 79 ans, niveau 4;8;49;6924,38;1540,31;0;260,02;01/03/2011
7073;19;M;19M06T;Troubles mentaux d'origine organique et retards mentaux, âge supérieur à 79 ans, très courte durée;0;0;464,27;0;0;0;01/03/2011
7074;19;M;19M071;Troubles mentaux d'origine organique et retards mentaux, âge inférieur à 80 ans, niveau 1;0;10;2077,59;0;0;106,83;01/03/2011
7075;19;M;19M072;Troubles mentaux d'origine organique et retards mentaux, âge inférieur à 80 ans, niveau 2;4;30;4214,17;2136,58;0;142,59;01/03/2011
7076;19;M;19M073;Troubles mentaux d'origine organique et retards mentaux, âge inférieur à 80 ans, niveau 3;5;40;5758,07;1543,9;0;136,68;01/03/2011
7077;19;M;19M074;Troubles mentaux d'origine organique et retards mentaux, âge inférieur à 80 ans, niveau 4;10;60;8491,74;2733,67;0;264,16;01/03/2011
7078;19;M;19M07T;Troubles mentaux d'origine organique et retards mentaux, âge inférieur à 80 ans, très courte durée;0;0;539,76;0;0;0;01/03/2011
7079;19;M;19M101;Névroses autres que les névroses dépressives, niveau 1;0;12;2101,07;0;0;141,03;01/03/2011
7080;19;M;19M102;Névroses autres que les névroses dépressives, niveau 2;0;21;3396,56;0;0;137,28;01/03/2011
7081;19;M;19M103;Névroses autres que les névroses dépressives, niveau 3;0;28;4357,51;0;0;288,23;01/03/2011
7082;19;M;19M104;Névroses autres que les névroses dépressives, niveau 4;0;0;5425,49;0;0;0;01/03/2011
7083;19;M;19M10T;Névroses autres que les névroses dépressives, très courte durée;0;0;590,56;0;0;0;01/03/2011
7084;19;M;19M111;Névroses dépressives, niveau 1;0;13;2130,62;0;0;108,21;01/03/2011
7085;19;M;19M112;Névroses dépressives, niveau 2;0;24;3320,92;0;0;112,26;01/03/2011
7086;19;M;19M113;Névroses dépressives, niveau 3;6;33;4470,89;1149,97;0;99,58;01/03/2011
7087;19;M;19M114;Névroses dépressives, niveau 4;0;44;5566,22;0;0;232,04;01/03/2011
7088;19;M;19M11T;Névroses dépressives, très courte durée;0;0;501,66;0;0;0;01/03/2011
7089;19;M;19M121;Anorexie mentale et boulimie, niveau 1;2;25;3392,53;0;1440,14;80;01/03/2011
7090;19;M;19M122;Anorexie mentale et boulimie, niveau 2;0;52;4562,04;0;0;121,28;01/03/2011
7091;19;M;19M123;Anorexie mentale et boulimie, niveau 3;7;76;7472,64;2910,6;0;178,57;01/03/2011
7092;19;M;19M124;Anorexie mentale et boulimie, niveau 4;0;0;9101,57;0;0;0;01/03/2011
7093;19;M;19M12T;Anorexie mentale et boulimie, très courte durée;0;0;512,24;0;0;0;01/03/2011
7094;19;M;19M131;Autres troubles de la personnalité et du comportement avec réactions impulsives, niveau 1;0;16;3413,88;0;0;182,03;01/03/2011
7095;19;M;19M132;Autres troubles de la personnalité et du comportement avec réactions impulsives, niveau 2;6;32;6326,39;2912,51;0;362,73;01/03/2011
7096;19;M;19M133;Autres troubles de la personnalité et du comportement avec réactions impulsives, niveau 3;0;34;8120,13;0;0;436,25;01/03/2011
7097;19;M;19M134;Autres troubles de la personnalité et du comportement avec réactions impulsives, niveau 4;0;0;10105,47;0;0;0;01/03/2011
7098;19;M;19M13T;Autres troubles de la personnalité et du comportement avec réactions impulsives, très courte durée;0;0;545,28;0;0;0;01/03/2011
7099;19;M;19M141;Troubles bipolaires et syndromes dépressifs sévères, niveau 1;0;14;2330,54;0;0;96,93;01/03/2011
7100;19;M;19M142;Troubles bipolaires et syndromes dépressifs sévères, niveau 2;5;30;4311,24;1980,7;0;83,07;01/03/2011
7101;19;M;19M143;Troubles bipolaires et syndromes dépressifs sévères, niveau 3;7;42;5531,77;1220,53;0;71,3;01/03/2011
7102;19;M;19M144;Troubles bipolaires et syndromes dépressifs sévères, niveau 4;7;61;6886,38;1354,61;0;210,4;01/03/2011
7103;19;M;19M14T;Troubles bipolaires et syndromes dépressifs sévères, très courte durée;0;0;484,28;0;0;0;01/03/2011
7104;19;M;19M151;Autres psychoses, âge supérieur à 79 ans, niveau 1;3;22;3037,54;0;854,75;199,34;01/03/2011
7105;19;M;19M152;Autres psychoses, âge supérieur à 79 ans, niveau 2;6;35;5628,97;2591,43;0;296,63;01/03/2011
7106;19;M;19M153;Autres psychoses, âge supérieur à 79 ans, niveau 3;7;39;7221,52;1592,55;0;339,11;01/03/2011
7107;19;M;19M154;Autres psychoses, âge supérieur à 79 ans, niveau 4;0;0;8991,44;0;0;0;01/03/2011
7108;19;M;19M15T;Autres psychoses, âge supérieur à 79 ans, très courte durée;0;0;473,29;0;0;0;01/03/2011
7109;19;M;19M161;Autres psychoses, âge inférieur à 80 ans, niveau 1;0;9;1661,1;0;0;105,13;01/03/2011
7110;19;M;19M162;Autres psychoses, âge inférieur à 80 ans, niveau 2;0;25;3343,16;0;0;110;01/03/2011
7111;19;M;19M163;Autres psychoses, âge inférieur à 80 ans, niveau 3;0;36;5070,41;0;0;77,67;01/03/2011
7112;19;M;19M164;Autres psychoses, âge inférieur à 80 ans, niveau 4;9;52;6313,11;1242,7;0;223,39;01/03/2011
7113;19;M;19M16T;Autres psychoses, âge inférieur à 80 ans, très courte durée;0;0;519,72;0;0;0;01/03/2011
7114;19;M;19M171;Maladies et troubles du développement psychologiques de l'enfance, niveau 1;0;0;623,71;0;0;0;01/03/2011
7115;19;M;19M172;Maladies et troubles du développement psychologiques de l'enfance, niveau 2;0;20;1155,81;0;0;104,57;01/03/2011
7116;19;M;19M173;Maladies et troubles du développement psychologiques de l'enfance, niveau 3;0;0;1482,81;0;0;0;01/03/2011
7117;19;M;19M174;Maladies et troubles du développement psychologiques de l'enfance, niveau 4;0;0;1846,24;0;0;0;01/03/2011
7118;19;M;19M181;Autres maladies et troubles mentaux de l'enfance, niveau 1;0;11;2374,26;0;0;125,79;01/03/2011
7119;19;M;19M182;Autres maladies et troubles mentaux de l'enfance, niveau 2;4;22;4399,83;2025,57;0;82,99;01/03/2011
7120;19;M;19M183;Autres maladies et troubles mentaux de l'enfance, niveau 3;6;37;5644,63;1244,8;0;285,3;01/03/2011
